,KODE,NAMA BAHAN,SUMBER,Food Group,Type,AIR (g),ENERGI (Kal),PROTEIN (g),LEMAK (g),KH (g),SERAT (g),ABU (g),KALSIUM (mg),FOSFOR (mg),BESI (mg),NATRIUM (mg),KALIUM (mg),TEMBAGA(mg),SENG (mg),RETINOL (mcg),B-KAR (mcg),KAR -TOTAL (mcg),THIAMIN (mg),RIBOFLAVIN (mg),NIASIN (mg),VIT_C (mg),Unnamed: 24
307,FR001,"Anak sapi, daging,
gemuk, segar",DABM-1964,daging dan unggas,single,62,184,18.8,14,0,0,5.2,10,200,2.2,118,490.1,0.17,3.3,12,37,,0.13,0.17,7,,100
308,FR002,"Anak sapi, daging,
kurus, segar",DABM-1964,daging dan unggas,single,69,174,19.6,10,0,0,1.4,11,201,2.9,96,399.8,0.14,2.7,6,30,,0.08,0.14,5.7,0,100
309,FR003,"Anak sapi, daging,
sedang, segar",DABM-1964,daging dan unggas,single,68,190,19.1,12,0,0,0.9,11,193,2.9,99,412.7,0.14,2.8,12,83,,0.14,0.15,5.9,0,100
310,FR004,"Angsa, daging, segar",DABM-1964,daging dan unggas,single,51.1,349,16.4,31.5,0,0,1,15,188,1.8,71,299.2,0.26,1.7,273,0,,0.1,0.24,7.11,0,60
311,FR005,"Ayam, daging, segar",DABM-1964,daging dan unggas,single,55.9,298,18.2,25,0,0,0.9,14,200,1.5,109,385.9,0.11,0.6,245,0,,0.08,0.14,10.4,0,58
313,FR007,"Ayam, hati, segar","KZGMS-
1993",daging dan unggas,single,53.4,261,27.4,16.1,1.6,0,1.5,118,373,15.8,1068,22.9,0.84,0,4957,169,28000,0.64,4.38,4.11,0,100
314,FR008,"Babi, daging,
gemuk,segar",DABM-1964,daging dan unggas,single,42,453,11.9,45,0,0,1.1,7,117,1.8,112,819.3,0.22,0.4,0,0,,0.58,0.59,5.9,0,100
315,FR009,"Babi, daging, kurus,
segar",DABM-1964,daging dan unggas,single,50,371,14.1,35,0,0,0.9,8,151,2.1,97,706.3,0.19,0.4,0,0,,0.67,0.33,5.4,0,100
316,FR010,"Babi, ginjal, segar",DABM-1964,daging dan unggas,single,77.1,110,16.3,4.6,0.8,0,1.2,11,246,8,139,390,0.71,3.2,39,10,,0.58,1.59,9.1,13,100
317,FR011,"Babi, hati, segar",DABM-1964,daging dan unggas,single,72.3,129,19.7,4.8,1.7,0,1.5,10,362,18,110,447,0.58,0.1,4303,6,,0.4,1.16,5.7,23,100
318,FR012,"Bebek (itik), daging,
segar",DABM-1964,daging dan unggas,single,54.3,321,16,28.6,0,0,1.1,15,188,1.8,54,199,0.21,1.2,273,0,,0.1,0.28,4.3,0,60
319,FR013,"Bebek alabio, daging,
segar",KZGMI-2001,daging dan unggas,single,57,303,11.3,27,3.7,0,1,20,293,4.8,50,260,0.7,2,,0,,0.36,0.04,4.1,,100
320,FR014,"Belibis, daging, segar",KZGMI-2001,daging dan unggas,single,71.3,131,20.2,4.3,2.8,0,1.4,8,192,9.6,46,104,1.2,1.6,,0,,0.37,0.08,2.7,,100
321,FR015,"Burung, sarang, segar",DABM-1964,daging dan unggas,single,24.8,281,37.5,0.3,32.1,,5.3,485,18,3,,,,,0,,,,,,0,100
322,FR016,"Domba, daging,
gemuk, segar",DABM-1964,daging dan unggas,single,55.8,317,15.7,27.7,0,0,0.8,9,157,2.4,64,242.1,0.11,3.7,0,0,,0.14,0.23,6.5,0,100
323,FR017,"Domba, daging, kurus,
segar",DABM-1964,daging dan unggas,single,66.3,202,17.1,14.8,0,0,1.8,10,191,2.6,90,355,0.08,2.8,0,0,,0.15,0.26,5.7,0,100
324,FR018,"Domba, ginjal, segar",DABM-1964,daging dan unggas,single,77.8,100,16.6,3.3,1,0,1.3,13,237,9.2,155,276,0.48,2.4,348,515,,0.51,2.35,7.5,13,100
325,FR019,"Kambing, daging,
segar",DABM-1964,daging dan unggas,single,70.3,149,16.6,9.2,0,0,3.9,11,124,1,96,268.7,0.31,4.9,0,0,,0.09,0.23,5,0,100
326,FR020,"Kelinci, daging, segar",FCTEA-1972,daging dan unggas,single,74.3,142,16.9,7.8,0,0,1,7,350,1,49,371.1,,,0,0,0,0.11,0.11,6.8,,100
327,FR021,"Kerbau, daging, segar",DABM-1964,daging dan unggas,single,80,79,18.7,0.5,0,0,0.8,14,221,3.3,91,273,0.13,1.6,,,,0.06,0.17,5,0,100
328,FR022,"Kuda, daging, segar",DABM-1964,daging dan unggas,single,76,113,18.1,4.1,0.9,0,0.9,10,150,2.7,46,315.7,0.13,2.5,0,,,0.07,0.07,3,0,100
329,FR023,"Sapi, babat, segar",DABM-1964,daging dan unggas,single,76.7,108,17.6,4.2,0,0,1.5,12,144,1,147,101.4,0.11,2.2,0,49,,0.15,0.17,1.7,0,100
330,FR024,"Sapi, daging, gemuk,
segar",DABM-1964,daging dan unggas,single,60,273,17.5,22,0,0,0.5,10,150,2.6,93,267,0.17,6.4,12,0,,0.08,0.18,7.3,0,100
331,FR025,"Sapi, daging, kurus,
segar",DABM-1964,daging dan unggas,single,69,174,19.6,10,0,0,1.4,11,181,2.9,83,489,0.07,4.9,6,181,,0.07,0.51,1.2,0,100
332,FR026,"Sapi, daging, lemak
sedang, segar",DABM-1964,daging dan unggas,single,66,201,18.8,14,0,0,1.2,11,170,2.8,105,378,4.58,5.2,9,198,,0.08,0.56,1.3,0,100
333,FR027,"Sapi, daleman, segar",KZGMI-2001,daging dan unggas,single,70.1,183,12,14.4,1.4,0,2.1,43,319,1.8,277,160,0.1,0.8,,104,,0.31,0.22,8.4,,100
335,FR029,"Sapi, ginjal, segar",DABM-1964,daging dan unggas,single,74.9,137,15,8.1,0.9,0,1.1,9,221,7.9,200,230.2,,,348,583,,0.37,1.22,6.1,13,100
336,FR030,"Sapi, keleponan, segar",KZGMI-2001,daging dan unggas,single,83.8,84,10.5,4.6,0.2,0,0.9,20,13,2.1,73,318,0.2,1.7,857,34,,0.1,0.14,0.3,,100
337,FR031,"Sapi, liver, segar",DABM-1964,daging dan unggas,single,69.7,132,19.7,3.2,6,0,1.4,7,358,6.6,110,213,0.51,2.3,13303,355,,0.26,1.52,11.4,31,100
338,FR032,"Sapi, otak, segar",DABM-1964,daging dan unggas,single,78.9,123,10.4,8.6,0.8,0,1.3,16,330,3.6,112,243.8,0.26,0.9,0,0,,0.23,0.19,3.9,18,100
339,FR033,"Sapi, usus, segar",DABM-1964,daging dan unggas,single,76.7,126,14,7.2,1.5,0,0.6,14,115,4,,,,,61,0,,0.08,0.33,0.2,0,100
340,FR034,Ulat sagu segar,KZGMI-2001,daging dan unggas,single,65.9,241,5.8,21.6,5.8,2.8,0.9,20,70,0.5,210,210,1,7.7,,0,,0.17,1.45,0.1,,100
341,OLAHAN/PRODUK/KOMPOSIT,,,daging dan unggas,processed food,,,,,,,,,,,,,,,,,,,,,,
342,FP001,"Ayam, ampela, goreng","KZGMS-
1993",daging dan unggas,processed food,4.8,270,32.3,11.2,9.9,0,1.8,129,314,4.9,980,,0.12,3.3,56,,0,0.21,,4.72,0,100
343,FP002,"Ayam, usus, goreng",KZGPI-1990,daging dan unggas,processed food,4.6,473,45.2,26.3,13.9,0,10.1,1407,458,8.4,,,,,6,,224,0.57,,0,,100
344,FP003,"Bebek, daging, goreng",KZGMI-2001,daging dan unggas,processed food,48.8,300,24,20.7,4.5,0,2,170,170,4.1,34,6,0.4,3,,0,,0.1,0.4,10.6,,100
346,FP005,Ham,DABM-1964,daging dan unggas,processed food,42,384,16.9,35,0.3,0,5.8,10,136,2.5,112,819.3,0.11,0.4,0,,,0.7,0.95,9.7,0,100
348,FP007,Kerupuk urat,KZGMI-2001,daging dan unggas,processed food,3.6,588,53.7,40.9,1.2,,0.6,36,15,1.3,1024,37,0.1,0.2,2802,,,,,,,100
350,FP009,"Punai, daging, goreng",KZGMI-2001,daging dan unggas,processed food,54.5,224,26.2,11.3,4.4,,3.6,362,362,3.1,2,19,0.3,1.6,,,,,,,,100
352,FP011,"Sapi, abon",KZGPI-1990,daging dan unggas,processed food,7.1,212,18,10.6,59.3,7.5,4.7,150,209,12.3,,,,,0,240,138,0.17,,,0,100
353,FP012,"Sapi, abon, asli",KZGPI-1990,daging dan unggas,processed food,24.8,358,14.6,16.1,38.6,2.5,5.8,165,136,14.6,,,,,3,194,144,0.13,,,0,100
354,FP013,"Sapi, daging, asap",DABM-1964,daging dan unggas,processed food,60,182,32,6,0,0,2,15,300,5,1620,485.4,0.03,5.1,6,,,0.12,0.23,5.9,0,100
356,FP015,"Sapi, daging, kornet",DABM-1964,daging dan unggas,processed food,53,289,16,25,0,0,6,10,170,4,794,94.4,0.07,4,0,52,,0.01,0.16,2.7,0,100
357,FP016,"Sapi, daging, sosis
(Worst)",DABM-1964,daging dan unggas,processed food,37.6,448,14.5,42.3,2.3,,3.3,28,61,1.1,765,284.5,0.06,1.7,0,,,0.1,0.18,4.9,0,100
358,FP017,"Sapi, hati, sosis
(liverworst)",DABM-1964,daging dan unggas,processed food,56.6,274,16,22,3,2.3,2.4,20,150,4,654,158.8,0.22,2.2,1201,,,0.2,0.96,4,0,100
360,FP019,"Sapi, paru, goreng","KZGMS-
1993",daging dan unggas,processed food,45.5,268,23.9,12.7,14.5,,3.1,102,315,8.8,923,299,0,1.5,790,,,,,,,100
361,FP020,"Ulat sagu, panggang",KZGMI-2001,daging dan unggas,processed food,41.3,380,11.9,30.3,14.9,4.8,1.6,30,120,1.5,260,550,3.1,14.2,,0,,0.5,2.5,0.1,,100
362,FP021,"Ayam goreng church
texas, dada",KZGPI- 1990,daging dan unggas,processed food,42.2,338,35.2,20.6,0.4,0,1.5,79,221,5.6,800,369.5,0.16,1.1,16,,80,0.52,0.16,12.1,0,100
363,FP022,"Ayam goreng
church,texas paha",KZGPI- 1990,daging dan unggas,processed food,50.3,287,31,15.7,1.7,0,1.3,99,176,4.1,723,257,0.17,1.5,22,,30,0.66,0.2,5.3,0,100
364,FP023,"Ayam goreng church
texas, sayap",KZGPI- 1990,daging dan unggas,processed food,47.2,295,34,16,1.5,0,1.3,81,179,3,771,237.2,0.16,1.2,13,,50,0.44,0.13,6.2,0,100
365,FP024,"Ayam goreng kalasan,
paha",KZGPI- 1990,daging dan unggas,processed food,46.2,275,37.4,12.2,1.3,0,2.9,116,237,5.8,176,321.9,0.16,1.5,10,0,50,0.1,,,0,100
366,FP025,"Ayam goreng
kentucky, dada",KZGPI- 1990,daging dan unggas,processed food,46.5,298,34.2,16.8,0.1,0,2.5,90,284,5.5,741,342,0.07,1,36,,50,0.19,0,0,0,100
367,FP026,"Ayam goreng
Kentucky, paha",KZGPI- 1990,daging dan unggas,processed food,48.7,286,32.1,16.1,1.1,0,2,89,248,6.9,746,265.2,0.09,2.3,31,,20,0.5,0.21,5.5,0,100
368,FP027,"Ayam  goreng
Kentucky,sayap",KZGPI- 1990,daging dan unggas,processed food,44.7,297,35.9,15.2,1.6,0,2.6,103,227,4.4,807,248.4,0.06,1.4,22,,70,0.73,0.14,6.5,0,100
369,FP028,"Ayam goreng mbok
berek dada",KZGPI- 1990,daging dan unggas,processed food,43.4,295,39.2,13.6,1,0,2.8,114,278,5.4,,,,,8,,50,0.19,,,0,100
370,FP029,"Ayam goreng
pasundan, dada",KZGPI-1990,daging dan unggas,processed food,50.1,246,37.9,9,0.7,0,2.3,90,260,7.5,,,,,6,,70,0.16,,0,,100
371,FP030,"Ayam goreng
pasundan, paha",KZGPI-1990,daging dan unggas,processed food,52.8,245,33.1,11.4,0.3,0,2.5,90,283,7.3,,,,,8,,40,0.37,,0,,100
372,FP031,"Ayam goreng pioneer,
dada",KZGPI-1990,daging dan unggas,processed food,44.5,295,37.4,14.7,0.6,0,2.7,108,236,6.8,,,,,16,,80,0.1,,0,,100
373,FP032,"Ayam goreng
sukabumi, dada",KZGPI-1990,daging dan unggas,processed food,49.8,244,36.7,9.2,1,0,3.4,81,154,6.1,,,,,20,,80,0.66,,0,,100
374,FP033,"Ayam goreng
sukabumi, paha",KZGPI-1990,daging dan unggas,processed food,46,283,35.7,14.3,0.5,0,3.6,68,106,5.4,,,,,11,,60,0.36,,0,,100
375,FP034,"Ayam taliwang,
masakan",KZGMI-2001,daging dan unggas,processed food,57.5,264,18.2,20.1,2.7,,1.5,94,164,2,507,408,0.4,12.3,1067,,,,,,,100
376,FP035,"Babi hutan masak rica,
masakan",KZGMI-2001,daging dan unggas,processed food,56.2,491,24.6,16.3,0.2,,2.7,18,144,1.2,1415,327,0.2,2.6,2193,,,0.61,0.47,,0,100
377,FP036,Beef burger,"KZGMS-
1993",daging dan unggas,processed food,45.5,258,10.6,9.5,32.5,0.4,2.2,210,157,2.6,572,189.1,,,218,,7580,0.95,,,0,100
378,FP037,"Beef teriyaki, masakan","KZGMS-
1993",daging dan unggas,processed food,65.1,151,8.6,3.1,22.3,0.3,0.9,142,62,2.3,377,,,,22,,400,0.53,,,0,100
379,FP038,"Beef yakiniku,
masakan",KZGMS- 1993,daging dan unggas,processed food,67.7,132,9.8,1.1,20.7,0.3,0.8,302,67,2,409,,,,78,,700,0.62,,,0,100
380,FP039,Brongkos,KZGPI-1990,daging dan unggas,processed food,76.4,141,15.3,3.3,12.6,1,2.4,87,97,5.1,,,,,4,,356,0.4,,,0,100
381,FP040,"Bulgogi, masakan","KZGMS-
1993",daging dan unggas,processed food,84.2,72,11.4,4.9,1.4,1.7,0.7,214,86,2.5,509,,,,17,,,1.08,,,0,100
382,FP041,"Chicken teriyaki,
masakan",KZGMS- 1993,daging dan unggas,processed food,68.2,168,13,9.6,7.5,0.8,1.7,137,106,3.1,959,,,,68,,2200,0.65,,,0,100
383,FP042,"Chikiniku, masakan","KZGMS-
1993",daging dan unggas,processed food,65.4,143,9.8,1.4,22.8,0.4,0.6,301,63,2,531,,,,27,,1280,0.73,,,0,100
384,FP043,"Coto mangkasara,
kuda, masakan",KZGMI-2001,daging dan unggas,processed food,83.5,96,6.8,5.9,3.8,,0.9,11,106,2.3,96,31,0.1,1,,,,0.23,0.14,4.2,,100
385,FP044,"Coto mangkasara,
sapi, masakan",KZGMI-2001,daging dan unggas,processed food,85.9,84,6,6,1.4,,0.7,8,104,4,90,25,0.3,0.6,,,,0.16,0.14,"10.3
0",,100
386,FP045,"Djibokum, masakan","KZGMS-
1993",daging dan unggas,processed food,43.4,248,10,2.3,40.9,0.1,3.4,116,110,2.8,401,,,,52,,1920,0.75,,,0,100
387,FP046,"Empal (daging)
Goreng, masakan",KZGMS- 1993,daging dan unggas,processed food,43.9,248,36.2,6.9,10.1,,2,131,235,6.4,848,,,,112,,620,0.55,,,0,100
388,FP047,Gulai kambing,KZGMI-2001,daging dan unggas,processed food,78.4,126,4.2,9.4,6.2,,1.8,45,73,1.3,302,138,0.2,1.1,151,,,0.13,0.01,,,100
389,FP048,"Jangang bintatoeng,
masakan",KZGMI-2001,daging dan unggas,processed food,73.6,107,5.3,2.2,16.5,,2.4,64,61,2.5,482,406,0.2,0.8,,,,0.18,0.02,3.4,,100
390,FP049,"Kalio ayam, masakan","KZGMS-
1993",daging dan unggas,processed food,64.7,203,16,13.5,4.4,,1.4,278,177,4.2,534,,,,105,,3780,0.35,,,0,100
391,FP050,"Kalio jeroan, masakan","KZGMS-
1993",daging dan unggas,processed food,68.9,163,16.5,9,4.1,,1.5,102,268,7.1,570,,,,298,,1960,0.7,,,0,100
392,FP051,"Kalio kikil (tunjang),
masakan",KZGMS- 1993,daging dan unggas,processed food,75.3,122,13.8,5.7,3.9,,1.3,154,59,3.4,519,,,,36,,1440,0.38,,,0,100
393,FP052,"Kalio otak, masakan","KZGMS-
1993",daging dan unggas,processed food,70.3,157,8.1,8.8,11.4,,1.4,212,69,3.3,604,,,,32,,1040,0.45,,,0,100
394,FP053,"Lawar babi, masakan",KZGPI-1990,daging dan unggas,processed food,68.8,174,17,10,3,0,1.2,61,141,3,,,,0,,0,,0.1,,0,,100
395,FP054,"Lawar penyu, masakan",KZGPI-1990,daging dan unggas,processed food,66.3,141,23,1.5,7.6,0,1.6,69,141,6,,,,0,,0,,0.1,,0,,100
396,FP055,"Lawara jangang,
masakan",KZGMI-2001,daging dan unggas,processed food,72.4,159,5,10.9,10.1,,1.6,57,107,1.5,400,2368,0.1,1,14,,,0.25,0.16,,,100
397,FP056,"Naan maran sapi,
masakan",KZGMI-2001,daging dan unggas,processed food,14.8,478,38.3,33.9,5.1,,7.9,30,390,11.8,220,320,0.6,3.9,33,,,,,0.2,,100
398,FP057,"Nasu likku, masakan",KZGMI-2001,daging dan unggas,processed food,59,196,14.5,8.3,15.9,,2.3,69,157,1,386,470,0.3,2,,,,0.2,0.24,1.5,,100
399,FP058,"Oramu ninahu ndawa
olaho, masakan",KZGMI-2001,daging dan unggas,processed food,74.9,117,13.7,5,4.3,,0.1,964,804,2,,727,0.3,1.5,4095,,,0.77,0.04,1.7,,100
400,FP059,"Paniki masak santan,
masakan",KZGMI-2001,daging dan unggas,processed food,25.4,460,28.5,35.2,7.2,,3.7,188,357,5.5,2002,532,0.4,2.5,954,,,0.27,0.19,,,100
401,FP060,"Pelolah manuk,
masakan",KZGMI-2001,daging dan unggas,processed food,60,219,19.7,13.6,4.4,,2.3,33,160,1.6,577,,,,137,,1940,0.42,,,0,100
402,FP061,"Rawon, masakan",KZGPI-1990,daging dan unggas,processed food,86,60,5.4,2.5,4,,2.1,272,153,3.3,,,,,10,,1235,0.09,,,0,100
403,FP062,"Rendang sapi,
masakan",KZGPI-1990,daging dan unggas,processed food,57.9,193,22.6,7.9,7.8,0,3.8,474,211,14.9,,,,,21,,534,0.12,,0,,100
404,FP063,"RW, anjing, masakan",KZGMI-2001,daging dan unggas,processed food,60.8,198,24.6,10.7,0.9,,3,1071,876,4,1604,226,0.1,2.8,256,,,0.35,0.2,,,100
405,FP064,"Sate, penyu, masakan",KZGPI-1990,daging dan unggas,processed food,57.4,179,22.5,3.5,13.3,0,3.3,187,238,14.4,,,,0,,0,,0.1,,0,,100
406,FP065,"Sate pusut, masakan",KZGMI-2001,daging dan unggas,processed food,52.1,274,12.9,18.6,13.6,,2.8,63,190,2.7,609,,,,133,0,,0.06,,0,,100
407,FP066,"Penyu, serapah,
masakan",KZGPI-1990,daging dan unggas,processed food,71.3,174,13.1,12.2,2.2,0,1.2,72,186,9.5,,507,0.8,2.4,1302,,,,,,,100
408,FP067,"Sie reuboh, masakan",KZGMI-2001,daging dan unggas,processed food,32.4,474,11.2,42.5,11.7,,2.2,26,62,1.3,677,176,2.4,3.2,141,9,,0.46,0.26,,,100
409,FP068,"Sop buntut, masakan","KZGMS-
1993",daging dan unggas,processed food,86.1,71,7.5,3.6,2.2,,0.6,286,38,3.2,490,,,,119,,2900,0.14,,,0,100
410,FP069,"Sop daging sapi,
masakan",KZGMS- 1993,daging dan unggas,processed food,87.5,49,5.8,0.5,5.3,,0.9,158,48,2.2,391,,,,101,,3320,0.37,,,0,100
411,FP070,"Sop kaki sapi,
masakan",KZGMS- 1993,daging dan unggas,processed food,84.5,68,9,1.9,3.7,,0.9,302,15,2.2,435,,,,48,,150,0.46,,,0,100
412,FP071,"Sop kambing,
masakan",KZGMS- 1993,daging dan unggas,processed food,91.6,34,5.5,0.8,1.1,,1,145,37,1.6,348,,,,48,,80,0.57,,,0,100
413,FP072,"Sop konro, masakan",KZGMI-2001,daging dan unggas,processed food,85,71,7.4,2.6,4.5,,0.5,17,60,4.6,184,25,0.3,1.3,,,,0.12,0.02,"10.9
0",0,100
414,FP073,"Sop saudara, masakan",KZGMI-2001,daging dan unggas,processed food,82.4,89,7.2,5,3.9,,1.5,10,174,9,274,50,0.2,1.1,,,,0.09,0.12,2,0,100
415,FP074,"Soto bandung,
masakan",KZGPI-1990,daging dan unggas,processed food,89.9,42,3.9,1.7,2.8,0.4,1.8,74,75,1.8,,,,,6,20,0,,,0,0,100
416,FP075,"Soto banjar, masakan",KZGMI-2001,daging dan unggas,processed food,83.7,110,2.9,9.5,3.2,,0.7,28,28,0.3,36,6,0,0.2,12,,770,0.05,,,0,100
417,FP076,"Soto betawi, masakan",KZGPI-1990,daging dan unggas,processed food,75.9,135,2.5,8.8,11.5,0.5,1.3,222,72,1.9,,,,,6,,336,0.04,,0,0,100
418,FP077,"Soto jeroan, masakan","KZGMS-
1993",daging dan unggas,processed food,81.4,92,11.8,4.3,1.4,,1.1,218,48,1.9,363,,,,85,,440,0.36,,,0,100
419,FP078,"Soto kudus, masakan",KZGPI-1990,daging dan unggas,processed food,91.6,38,2.6,2.3,1.8,0.2,1.7,237,67,1.7,,,,,23,,128,0.06,,0.5,0,100
420,FP079,"Soto madura,
masakan",KZGPI-1990,daging dan unggas,processed food,89.8,60,3.5,4.5,1.3,0,0.9,361,126,3.8,,,,,26,,121,0.06,,0,0,100
421,FP080,"Soto padang, masakan",KZGPI-1990,daging dan unggas,processed food,75,127,5.9,6.6,11,0.7,2,298,94,1.5,,,,,12,,204,0.22,,0,0,100
422,FP081,"Soto pekalongan,
masakan",KZGPI-1990,daging dan unggas,processed food,83.8,94,3,6.8,5.1,0.3,1.3,322,79,2,,,,,14,,119,0.29,,0,0,100
423,FP082,"Soto pemalang,
masakan",KZGPI-1990,daging dan unggas,processed food,86,75,3.6,5.2,3.5,0,1.7,170,80,2.1,,,,,16,,30,0.13,,0,0,100
424,FP083,"Soto sukaraja,
masakan",KZGPI-1990,daging dan unggas,processed food,75.9,80,3.2,3.5,9,0.3,1.1,347,77,2.3,,,,,12,,89,0.04,,0,0,100
425,FP084,"Soto sulung, masakan",KZGPI-1990,daging dan unggas,processed food,88.1,86,2.3,8.5,0,0,1.1,200,120,2.9,,,,,20,,105,0.08,,0,0,100
426,FP085,"Sukiyaki, masakan","KZGMS-
1993",daging dan unggas,processed food,81,75,5.6,0.4,12.2,0.2,0.8,109,59,0.5,426,,,,41,,1200,0.37,,,0,100
427,FP086,"Tedong pallu basa,
masakan",KZGMI-2001,daging dan unggas,processed food,81.7,83,10.4,3.4,2.8,,1.7,10,139,2.6,397,34,0.6,1.3,,,,0.09,0.53,9,0,100
429,FP088,"Tinoransa, masakan",KZGMI-2001,daging dan unggas,processed food,31.6,516,17.7,49.5,0,,1.2,698,648,3.5,1307,320,0.1,1.8,710,,,0.29,0.17,,,100
430,TUNGGAL/SINGLE,,,lemak minyak,single,,,,,,,,,,,,,,,,,,,,,,
431,KR001,"Kelapa setengah tua,
daging, segar",DABM-1964,lemak minyak,single,70,180,4,15,10,2.4,1,8,55,1.3,4,317.7,0.3,2.9,,0,10,0.1,0.01,0.1,4,53
432,KR002,"Kelapa tua, daging,
segar",DABM-1964,lemak minyak,single,46.9,359,3.4,34.7,14,4.7,1,21,98,2,3,293.9,0.4,1.1,0,0,,0.1,0,0,2,53
433,KR003,Lemak babi (lard),DABM-1964,lemak minyak,single,0,902,0,100,0,0,0,0,0,0,0,0,9,0.1,0,0,,0,0,0,0,100
434,KR004,Lemak babi (bacon),DABM-1964,lemak minyak,single,20,626,9.1,65,1.1,0,4.8,13,108,0.8,0,0,0,0.9,0,0,,0.4,0,0,0,100
435,KR005,Lemak ikan,KZGMI-2001,lemak minyak,single,43.3,372,12,29.4,14.4,0,0.3,20,230,32.7,60,52,0.4,1.1,,,,0.5,0.13,,,100
436,KR006,"Lemak kerbau (lemak
sapi)",DABM-1964,lemak minyak,single,5,818,1.5,90,0,0,3.5,0,0,0,29,25.8,0,0,0,283,,0,0,0.7,0,100
437,KR007,"Minyak hiu, hati",DABM-1964,lemak minyak,single,0,902,0,100,0,0,0,0,0,0,0,0,0,0,21212,0,,0,0,0,0,100
438,KR008,Minyak ikan,DABM-1964,lemak minyak,single,0,902,0,100,0,0,0,0,0,0,0,0,0,0,24242,0,,0,0,0,0,100
439,KR009,Minyak kacang tanah,DABM-1964,lemak minyak,single,0,902,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,100
440,KR010,Minyak kedelai,FCTEA-1972,lemak minyak,single,0.1,883,0,99.9,0,0,0,0,0,0,0,0.1,0,0,0,0,,0,0,0,0,100
441,KR011,Minyak kelapa,DABM-1964,lemak minyak,single,0,870,1,98,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,100
442,KR012,Minyak kelapa sawit,DABM-1964,lemak minyak,single,0,884,0,100,0,0,0,0,0,0,0,0,0,0,,18181,,0,0,0,0,100
443,KR013,Minyak wijen,FCTEA-1972,lemak minyak,single,0.1,881,0.2,99.7,0,0,0,10,5,0.1,2,20,0,0,0,0,,0,0.07,0.1,0,100
444,KR014,Minyak zaitun,DABM- 1964,lemak minyak,single,0,884,0,100,0,0,0,14,0,1.2,7,0,0,0,,0,,0,0,5,,100
445,OLAHAN/PRODUK/KOMPOSIT,,,lemak minyak,processed food,,,,,,,,,,,,,,,,,,,,,,
446,KP001,Margarin,DABM-1964,lemak minyak,processed food,15.5,720,0.6,81,0.4,0,2.5,20,16,0,760,25.9,0,0,606,633,,0,0,0,0,100
447,KP002,Mentega,DABM- 1964,lemak minyak,processed food,16,742,0.5,81.6,1.4,0,1.9,15,16,1.1,653,103,0,0.4,1000,155,,0,0.1,0,,100
448,KP003,Santan (dengan air),DABM-1964,lemak minyak,processed food,80,122,2,10,7.6,1.4,0.4,25,30,0.1,9,162.4,0.2,0.4,0,,,0,0,0.5,2,100
449,KP004,Santan murni,DABM-1964,lemak minyak,processed food,54.9,324,4.2,34.3,5.6,0,1,14,45,1.9,18,514.1,0.4,0.9,0,0,,0,0,0.5,2,100
450,QR001,"Kelapa muda, air,
segar",DABM-1964,minuman,single,95.5,17,0.2,0.1,3.8,0,0.4,15,8,0.2,1,149,0.04,0.1,0,0,,0,0,0,1,100
451,MP001,"Coklat manis, batang",DABM- 1964,produk gula,single,1.4,527,2,29.8,62.7,6.5,4.1,63,287,2.8,6,499.5,0,0,,,30,0.03,0.02,0,0,100
452,MP002,"Coklat pahit,batang",DABM- 1964,produk gula,single,2.3,615,5.5,42.6,29.2,10.8,10.1,98,446,4.4,20,708.3,1.7,3.3,,2,60,0.05,0.08,1,0,100
453,MP003,"Coklat susu, batang",DABM- 1964,produk gula,single,1,565,9,35,53.6,3.4,1.4,200,200,2,100,405.5,0.49,2.3,,54,30,0.08,0.45,0.5,0,100
454,MP004,Coklat bubuk,DABM- 1964,produk gula,single,3.9,311,8,4,48.9,32.6,15.4,125,715,11.6,,,,,,,30,0.12,,0.6,,
455,MP005,Gula aren,DABM- 1964,produk gula,single,7,368,0,0,92,0,1,75,35,3,15,390.4,0.04,"26.
4",0,0,,0,0.01,0.5,0,100
456,MP006,Gula kelapa,DABM- 1964,produk gula,single,10,386,3,10,76,0,1,76,37,2.6,2,0,0,0,0,0,,0,0.34,0.5,0,100
457,MP007,Gula putih,DABM- 1964,produk gula,single,5.4,394,0,0,94,0,0.6,5,1,0.1,1,4.75,0,0,0,0,,0,0,0,0,100
458,MP008,"Jam, selai",DABM- 1964,produk gula,single,34,239,0.5,0.6,64.5,1,0.4,20,20,1,30,73.1,0.09,0,0,0,,0.01,0.07,0,0,100
459,MP009,Kopi bubuk instant,FCTEA-1972,produk gula,single,2.6,129,12.3,0.5,35,0,9.7,179,383,5.6,72,3256,0.14,0,,0,0,0,0.21,"30.
6",0,100
460,MP010,Madu,DABM- 1964,produk gula,single,20,294,0.3,0,79.5,0.2,0.2,5,16,0.9,6,26.9,0.04,0.2,0,0,,0,0.04,0.1,4,100
461,MP011,Markisa squash,KZGMI-2001,produk gula,single,46.7,217,2.5,1,49.6,,0.2,6,83,0.6,14,65,0,0.1,,23,75,0.07,0.02,0,14,
462,MP012,"Markisa squash, BD",KZGMI-2001,produk gula,single,74.4,104,1.2,0.5,23.7,,0.2,1,88,0.5,40,40,0,0.1,,7,40,0.2,0.02,0,12,
