,KODE,NAMA BAHAN,SUMBER,Food Group,Type,AIR (g),ENERGI (Kal),PROTEIN (g),LEMAK (g),KH (g),SERAT (g),ABU (g),KALSIUM (mg),FOSFOR (mg),BESI (mg),NATRIUM (mg),KALIUM (mg),TEMBAGA(mg),SENG (mg),RETINOL (mcg),B-KAR (mcg),KAR -TOTAL (mcg),THIAMIN (mg),RIBOFLAVIN (mg),NIASIN (mg),VIT_C (mg),Unnamed: 24
728,DR121,"Labu air, segar",DABM-1964,sayuran,single,95.0,19.0,0.6,0.2,3.8,0.6,0.4,12.0,18.0,0.6,2.0,168.2,0.03,0.8,,11.0,70.0,0.04,0.02,0.4,10,80.0
729,DR122,"Labu kuning, segar",KZGMI-2001,sayuran,single,86.6,51.0,1.7,0.5,10.0,2.7,1.2,40.0,180.0,0.7,280.0,220,0.35,1.5,,1569.0,,0.2,0.0,0.1,2,74.0
730,DR123,"Labu siam, segar",DABM-1964,sayuran,single,92.3,30.0,0.6,0.1,6.7,6.2,0.3,14.0,25.0,0.5,3.0,167.1,0.16,1.0,,48.0,20.0,0.02,0.0,0.6,18,83.0
731,DR124,"Labu waluh, segar",DABM-1964,sayuran,single,91.2,32.0,1.1,0.1,6.6,0.5,1.0,45.0,64.0,1.4,1.0,356.2,0.13,0.3,,712.0,180.0,0.08,0.12,0.6,52,77.0
732,DR125,"Lantar, segar",KZGMI-2001,sayuran,single,91.2,34.0,2.2,0.3,5.5,2.9,0.8,10.0,58.0,0.4,3.0,155,0.2,0.4,,38.0,,0.3,0.07,0.4,4,
733,DR126,"Lobak, segar",DABM-1964,sayuran,single,94.1,21.0,0.9,0.1,4.2,1.4,0.7,35.0,26.0,0.6,49.0,109.3,0.03,0.2,,0.0,10.0,0.03,0.04,0.3,32,87.0
734,DR127,"Lumai/Leunca, segar",KZGMI-2001,sayuran,single,90.5,38.0,1.1,0.3,7.6,2.0,0.5,7.0,55.0,1.0,2.0,,0.1,0.3,,25.0,,0.2,0.1,0.6,17,95.0
735,DR128,"Melinjo, segar",DABM-1964,sayuran,single,80.0,66.0,5.0,0.7,13.3,,1.0,163.0,75.0,2.8,,,,,,,1000.0,0.1,,,"10
0",60.0
736,DR129,Mostarda metan -sawi,KZGMI-2001,sayuran,single,91.4,33.0,2.3,0.5,4.7,1.8,1.1,60.0,30.0,3.1,20.0,100,0.1,0.4,,1575.0,,0.2,0.1,0.1,12,85.0
737,DR130,"Nangka muda, segar",DABM-1964,sayuran,single,85.4,57.0,2.0,0.4,11.3,8.3,0.9,45.0,29.0,0.5,1.0,246.5,0.04,0.1,,21.0,25.0,0.07,0.06,0.7,9,80.0
738,DR131,"Paria putih, segar",KZGPI-1990,sayuran,single,94.4,19.0,1.0,0.4,3.6,1.3,0.6,31.0,65.0,0.9,5.0,277.7,0.03,0.8,0.0,197.0,80.0,0.18,0.04,0.4,58,80.0
739,DR132,"Pepare ular, segar",KZGMI-2001,sayuran,single,95.1,19.0,0.6,0.1,3.9,1.0,0.3,20.0,10.0,0.4,130.0,30,0.1,0.1,,69.0,,0.1,0.1,0.1,9,97.0
740,DR133,"Pepaya muda, segar",DABM-1964,sayuran,single,92.3,29.0,2.1,0.1,4.9,2.1,0.6,50.0,16.0,0.4,22.0,211.2,0.01,0.0,,0.0,50.0,0.02,0.03,0.3,19,65.0
741,DR134,"Petai, segar",KZGMI-2001,sayuran,single,77.2,92.0,5.4,1.1,15.2,2.0,1.1,14.0,170.0,1.6,55.0,221,0.2,0.8,,114.0,,0.8,0.1,6.1,34,36.0
742,DR135,"Peterseli, segar",DABM-1964,sayuran,single,83.9,53.0,3.7,1.0,9.0,0.0,2.4,193.0,84.0,4.3,18.0,"1125.
6",0.2,1.4,,2940.0,8230.0,0.11,0.29,0.7,"19
3",95.0
743,DR136,"Pucuk lumai/daun
leunca, segar",KZGMI-2001,sayuran,single,91.0,33.0,4.5,0.4,2.8,,1.3,13.0,75.0,2.9,2.0,0,0.2,0.6,,,,0.5,0.1,,41,70.0
744,DR137,"Putri malu, segar",KZGMI-2001,sayuran,single,80.2,76.0,3.6,0.3,14.6,7.1,1.3,119.0,84.0,3.3,1.0,631,0.6,1.4,,4762.0,,0.6,0.6,,6,
745,TUNGGAL/SINGLE,,,serealia,single,,,,,,,,,,,,,,,,,,,,,,
746,AR001,"Beras giling, mentah",KZGMI-2001,serealia,single,12.0,357.0,8.4,1.7,77.1,0.2,0.8,147,81,1.8,27,71,0.1,0.5,0,0,0,0.2,0.08,2.6,0,100.0
747,AR002,"Beras giling var pelita,
mentah",KZGPI- 1990,serealia,single,11.4,369.0,9.5,1.4,77.1,0.4,0.6,68,171,1.4,34,0,0,0,0,0,0,0.26,0,0,0,100.0
748,AR003,"Beras giling var
rojolele, mentah",KZGPI- 1990,serealia,single,12.0,357.0,8.4,1.7,77.1,0.2,0.8,147,81,1.8,34,112.9,0.14,0.1,,0,80,0.2,0.02,1.5,0,100.0
749,AR004,"Beras hitam, mentah",KZGMI-2001,serealia,single,12.9,351.0,8.0,1.3,76.9,20.1,0.9,6,198,0.1,15,105,0.1,1.6,0,0,0,0.21,0.06,0,0,100.0
750,AR005,"Beras jagung kuning, kering, mentah",KZGMI-2001,serealia,single,10.8,358.0,5.5,0.1,82.7,10,0.9,20,90,1.4,1,80,0.1,4.1,,641,,0.12,0.08,1,3,100.0
751,AR006,"Beras jagung putih,
kering, mentah",KZGMI-2001,serealia,single,22.5,307.0,4.8,0.1,71.8,10,0.8,17,78,1.2,1,70,0.1,3.5,,301,,0.15,0.07,0.9,0,100.0
752,AR007,"Beras ketan hitam tumbuk, mentah",KZGPI- 1990,serealia,single,13.7,360.0,8.0,2.3,74.5,1,1.5,10,347,6.2,11,288,0.28,2.2,0,0,0,0.24,0.1,2,0,100.0
753,AR008,"Beras ketan putih
tumbuk, mentah",KZGPI- 1990,serealia,single,12.9,361.0,7.4,0.8,78.4,0.4,0.5,13,157,3.4,3,282,0.28,2.2,0,0,0,0.28,0,1.4,0,100.0
754,AR009,"Beras ladang, mentah",KZGMI-2001,serealia,single,9.8,376.0,7.5,3.8,78.0,5.9,0.9,20,110,0.8,10,70,0.1,1.4,0,0,,0.2,0.2,5.1,0,100.0
755,AR010,"Beras menir, mentah",DABM-1964,serealia,single,12.0,362.0,7.7,4.4,73.0,0.2,0.2,22,272,3.7,90,201,0.1,0.5,0,0,,0.55,0,1.9,0,100.0
756,AR011,Beras parboiled,DABM-1964,serealia,single,10.0,353.0,6.8,0.6,80.0,0.5,2.5,5,142,0.8,2,46,0.28,1,0,0,,0.22,0.11,3.4,0,100.0
757,AR012,"Beras tumbuk, mentah",KZGMI-2001,serealia,single,11.5,354.0,7.8,0.4,79.9,3.8,0.4,3,112,0.6,5,85,0.5,1.5,0,0,,0.25,0.22,5.1,0,100.0
758,AR013,"Beras tumbuk merah,
mentah",KZGPI- 1990,serealia,single,14.6,352.0,7.3,0.9,76.2,0.8,1.0,15,257,4.2,10,202,0.36,1.9,0,0,0,0.34,0,3.3,0,100.0
759,AR014,"Cantel, mentah",DABM-1964,serealia,single,11.0,366.0,11.0,3.3,73.0,1.2,1.7,28,287,4.4,7,249,,,0,0,,0.09,0.14,2.8,0,100.0
760,AR015,"Jagung muda, kuning,
mentah",KZGPI- 1990,serealia,single,61.8,147.0,5.1,0.7,31.5,1.3,0.9,6,122,1.1,5,33.6,0.13,0.9,0,113,261,0.24,0.1,0.8,9,100.0
761,AR016,"Jagung kuning pipil,
kering, mentah",KZGPI- 1990,serealia,single,11.5,366.0,9.8,7.3,69.1,2.2,2.4,30,538,2.3,5,79.4,0.1,4.1,,636,641,0.12,0.12,1.8,3,100.0
762,AR017,"Jagung pipil var,
harapan, kering",KZGPI- 1990,serealia,single,11.3,367.0,6.2,5.1,76.2,2.6,1.2,7,354,2.8,1,79.6,0.1,4.1,,637,385,0.19,0.08,1,0,100.0
763,AR018,"Jagung pipil var,
metro, kering",KZGPI- 1990,serealia,single,10.6,368.0,5.5,4.6,78.0,2.9,1.3,7,300,2.4,1,80.2,0.1,4.1,,642,554,0.16,0.08,1,0,100.0
764,AR019,"Jali, mentah",DABM-1964,serealia,single,23.0,324.0,11.0,4.0,61.0,3.1,1.0,213,176,"11.
0",24,,0.1,0.4,,,,0.14,0.08,1.8,0,90.0
765,AR020,"Jawawut, mentah",DABM-1964,serealia,single,11.9,364.0,9.7,3.5,73.4,8.2,1.5,28,311,5.3,7,255.1,0.45,1.5,,33,,0.33,0.28,4.5,-,100.0
766,AR021,"Jampang huma,
mentah",DABM-1964,serealia,single,11.7,350.0,6.2,1.4,78.2,1.7,2.5,329,254,5.3,53,396.7,0.7,1.6,,33,,0.51,0.3,0.7,0,100.0
767,OLAHAN/PRODUK/KOMPOSIT,,,serealia,processed food,,,,,,,,,,,,,,,,,,,,,,
768,AP001,Nasi,KZGPI- 1990,serealia,processed food,56.7,180.0,3.0,0.3,39.8,0.2,0.2,25,27,0.4,1,38,0.1,0.6,0,0,,0.05,0.1,2.6,0,100.0
769,AP002,Nasi tim,OKN-1992,serealia,processed food,71.0,120.0,2.4,0.4,26.0,0.5,0.2,3,7,0.4,0,23.9,0.1,0.4,,0,,0.1,0,1.4,0,100.0
770,AP003,"Beras, tapai",KZGMI-2001,serealia,processed food,75.5,99.0,1.7,0.3,22.4,0,0.1,4,19,0,26,2,0.1,0.5,0,0,0,0,0,0,0,100.0
771,AP004,"Beras, tepung, mentah",DABM-1964,serealia,processed food,12.0,353.0,7.0,0.5,80.0,2.4,0.5,5,140,0.8,5,241,0.1,0.8,0,0,0,0.12,0.1,1.2,0,100.0
772,AP005,"Beras merah, Nasi",KZGPI- 1990,serealia,processed food,64.0,149.0,2.8,0.4,32.5,0.3,0.3,6,63,0.8,5,91.4,0.2,0.9,0,0,0,0.06,0,1.6,0,100.0
773,AP006,"Bihun, mentah",DABM-1964,serealia,processed food,12.9,348.0,4.7,0.1,82.1,1.2,0.2,6,35,1.8,12,5,0.08,0.7,0,0,0,0,0,0.2,0,100.0
774,AP007,Bihun goreng instan,KZGMS-1993,serealia,processed food,9.0,381.0,6.1,3.9,80.3,,0.7,266,151,2.9,928,,,,58,,400,0.37,,,0,100.0
775,AP008,"Bihun Jagung, mentah",BKP,serealia,processed food,11.3,354.0,0.5,0.3,87.4,3,0.5,13,111,0.6,49,1.4,0.4,0,,0,0,0.02,0.02,0.3,0,100.0
776,AP009,"Jagung nasi, mentah",BKP,serealia,processed food,11.0,357.0,8.8,0.5,79.5,6.2,0.3,5,43,0.6,2,30.4,0.1,0.3,,0,0,0.3,0.02,0.1,0,100.0
777,AP010,"Jagung muda, rebus",KZGPI- 1990,serealia,processed food,53.2,142.0,5.0,0.7,30.3,0.8,0.8,5,105,0.8,5,24.3,0.2,0.9,,145,225,0.15,0,0.7,0,100.0
778,AP011,"Jagung kuning, tepung",DABM-1964,serealia,processed food,12.0,355.0,9.2,3.9,73.7,7.2,1.2,10,256,2.4,11,24.4,0.23,1.7,,0,510,0.38,0.02,0.3,,100.0
779,AP012,"Jagung kuning pipil,
rebus",KZGPI- 1990,serealia,processed food,63.7,154.0,3.8,3.5,28.4,0.7,0.6,7,171,0.5,5,56.4,0.1,4.4,,818,234,0.08,0.1,1.7,0,100.0
780,AP013,"Jagung, tepung putih",DABM-1964,serealia,processed food,12.0,355.0,9.2,3.9,73.7,7.2,1.2,10,256,2.4,11,24.4,0.23,1.7,,0,0,0.38,0.02,0.3,,100.0
781,AP014,"Ketan, ketupat",KZGPI- 1990,serealia,processed food,52.0,212.0,4.0,4.6,38.6,0.2,0.9,8,46,1,,,,,0,0,0,0.07,,0.2,0,100.0
782,AP015,"Ketan hitam, matang",KZGPI- 1990,serealia,processed food,56.9,181.0,4.0,1.2,37.3,0.3,0.6,9,144,1.7,9,18.4,0.1,0.7,0,0,0,0.06,0,0.5,0,100.0
783,AP016,"Ketan hitam, tapai",KZGPI- 1990,serealia,processed food,50.2,166.0,3.8,1.0,34.4,0.3,0.6,8,106,1.6,5,12,,,,,0,0.02,,,0,100.0
784,AP017,"Ketan putih, matang",KZGPI- 1990,serealia,processed food,60.7,163.0,3.0,0.4,35.7,0.2,0.2,4,55,0.7,8,16.8,0.1,0.7,0,0,0,0.07,0,0.5,0,100.0
785,AP018,"Ketan putih, tapai",KZGPI- 1990,serealia,processed food,58.9,172.0,3.0,0.5,37.5,0.6,0.1,6,35,0.5,1,,,,0,0,0,0.04,0,0.2,0,100.0
786,AP019,"Maizena, tepung",DABM-1964,serealia,processed food,14.0,341.0,0.3,0.0,85.0,7,0.7,20,30,1.5,6,9,0.22,1.6,0,0,0,0,0.09,1.3,0,100.0
787,AP020,"Makaroni, mentah",DABM-1964,serealia,processed food,11.7,353.0,8.7,0.4,78.7,4.9,2.5,20,80,0.3,5,0,0.28,1.4,,,0,0.1,0.13,2.2,0,100.0
788,AP021,Mi basah,DABM-1964,serealia,processed food,80.0,88.0,0.6,3.3,14.0,0.1,2.1,14,13,6.8,63,13.5,0.06,0.4,,0,,0,0,0,0,100.0
789,AP022,Mi kering,KZGPI- 1990,serealia,processed food,10.6,339.0,10.0,1.7,6.3,0.4,1.4,31,143,3.9,760,83,0.29,1.9,,,0,0,0.08,2.2,0,100.0
790,AP023,Misoa,KZGPI- 1990,serealia,processed food,10.0,345.0,8.5,2.2,78.0,0.5,1.3,52,120,8.7,3064,44,0.08,0,0,0,0,0,0.02,0.2,0,100.0
791,AP024,Roti putih,DABM-1964,serealia,processed food,40.0,248.0,8.0,1.2,50.0,9.1,0.8,10,95,1.5,530,91,0.15,0.9,0,0,0,0.1,0.29,2.4,0,100.0
792,AP025,Tepung terigu,KZGPI- 1990,serealia,processed food,11.8,333.0,9.0,1.0,77.2,0.3,1.0,22,150,1.3,2,0,0,2.8,0,0,0,0.1,0.07,1,0,100.0
793,AP026,Amparan tatak,KZGMI-2001,serealia,processed food,58.4,191.0,1.3,5.5,34.0,,0.8,,,,,,,,,,,,,,-,100.0
794,AP027,"Apang kukus, kue",KZGMI-2001,serealia,processed food,49.5,202.0,3.0,0.3,46.7,,0.5,,,,,,,,,,,,,,-,100.0
795,AP028,"Apem, kue",KZGMI-2001,serealia,processed food,63.1,148.0,2.0,0.5,33.9,,0.5,,,,,,,,,,,,,,-,100.0
796,AP029,Biskuit,DABM-1964,serealia,processed food,2.2,458.0,6.9,14.4,75.1,2.1,1.4,62,87,2.7,241,20.3,0.16,0.6,0,14,,0.09,0.15,1.4,0,100.0
797,AP030,"Bakpia, kue",KZGPI- 1990,serealia,processed food,38.9,272.0,8.7,6.7,44.1,0.9,1.6,194,117,4.5,-,-,-,-,-,-,1392,0.31,1,2.9,0,100.0
798,AP031,Bakwan,KZGPI- 1990,serealia,processed food,40.5,280.0,8.2,10.2,39.0,3.4,2.1,204,79,7,-,-,-,-,0,-,0,0.08,-,-,0,100.0
799,AP032,Bantal,KZGMI-2001,serealia,processed food,52.3,190.0,3.3,0.3,43.5,3.4,0.6,9,0,0.4,164,84,0.2,0.9,-,-,-,0.27,0.02,3.6,-,100.0
800,AP033,Baruasa,KZGMI-2001,serealia,processed food,5.3,417.0,6.5,8.2,79.3,-,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
801,AP034,Batar daan,KZGMI-2001,serealia,processed food,75.3,107.0,2.2,2.2,19.6,-,0.7,20,30,0.6,"200.
0",90,0.1,-,-,-,-,0.18,0.02,-,-,100.0
802,AP035,Bika ambon,KZGPI- 1990,serealia,processed food,51.5,199.0,2.1,1.5,44.4,0.3,0.6,45,28,1.8,-,-,-,-,0,-,408,0.1,-,0,0,100.0
803,AP036,Bingka,KZGMI-2001,serealia,processed food,44.4,273.0,5.3,10.6,39.1,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
804,AP037,Bobengka,KZGMI-2001,serealia,processed food,46.3,225.0,5.3,2.6,45.2,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
805,AP038,Bolu peca,KZGMI-2001,serealia,processed food,55.6,197.0,3.3,4.6,35.6,-,0.9,-,0,0,0,0,-,-,-,-,-,-,0,0,0,100.0
806,AP039,Brem,KZGPI-1990,serealia,processed food,37.4,249.0,3.4,0.4,58.0,0,0.9,198,86,2,-,-,-,-,0,,240,0.34,0,0,0,100.0
807,AP040,"Bubur tinotuan
(Manado)",KZGMI-2001,serealia,processed food,80.9,156.0,2.3,0.2,15.6,8.2,1.0,41,20,0.4,486,164,0.3,0.4,-,1437,,0.1,0.04,,15,100.0
808,AP041,Cake tape,KZGMI-2001,serealia,processed food,32.2,323.0,4.9,11.5,50.1,1.4,1.4,131,83,2.6,,,,,26,,1872,0.38,0.16,0.3,0,100.0
809,AP042,Cangkuning,KZGMI-2001,serealia,processed food,57.5,204.0,2.8,7.5,31.4,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
810,AP043,Dodol bali,KZGPI- 1990,serealia,processed food,26.5,298.0,3.7,2.1,65.9,0.4,1.8,70,76,2.5,,,,,0,0,496,0.28,,2.5,0,100.0
811,AP044,Dodol galamai,KZGMI-2001,serealia,processed food,16.5,348.0,0.4,3.8,76.1,0.5,1.2,41,144,2.6,38,76,0.3,2.1,0,0,0,0.03,0.06,1.8,0,100.0
812,AP045,Dodol kedondong,KZGPI- 1990,serealia,processed food,26.4,331.0,1.9,7.6,63.8,1,0.4,90,55,2.3,-,-,-,-,0,-,408,0.11,-,0.8,5,100.0
813,AP046,Dodol manado,KZGMI-2001,serealia,processed food,26.1,373.0,4.3,16.5,51.9,0.4,1.2,41,142,2.4,35,72,0.3,2.1,0,0,0,0.04,0.06,2.1,0,100.0
814,AP047,Emping beras,KZGMI-2001,serealia,processed food,13.6,403.0,10.6,2.2,85.3,0.2,1.9,11,240,0.3,1,113,0.3,2.4,-,-,0,0,0.16,-,0,100.0
815,AP048,Gemblong,KZGPI- 1990,serealia,processed food,36.2,274.0,1.7,5.4,55.5,2.2,1.2,69,55,3.3,-,-,-,-,0,0,0,0,-,-,0,100.0
816,AP049,Gendar goreng,KZGPI- 1990,serealia,processed food,30.4,407.0,6.4,28.2,32.0,0.1,3.0,216,62,1.6,-,-,-,-,0,,184,0.16,0,0.6,0,100.0
817,AP050,Intip goreng,KZGPI- 1990,serealia,processed food,6.5,474.0,7.6,21.6,62.3,1.2,2.0,36,64,2.5,0,38,0.05,0.5,-,0,200,0.25,0.03,0.8,0,100.0
818,AP051,Jagung gerontol,KZGPI- 1990,serealia,processed food,61.7,156.0,2.7,1.3,33.3,1,0.8,51,105,1.2,-,-,-,-,0,-,162,0.08,0,0,0,100.0
819,AP052,Jagung titi,KZGPI- 1990,serealia,processed food,9.2,374.0,9.4,2.2,79.1,0.8,0.1,14,142,2.9,-,-,9,-,-,-,11507,0.2,-,-,-,100.0
820,AP053,Japilus,KZGPI- 1990,serealia,processed food,3.8,500.0,1.2,25.1,67.3,0.4,2.7,186,29,4.9,-,-,-,-,0,-,0,0.17,0.03,0.4,0,100.0
821,AP054,Kakicak,KZGMI-2001,serealia,processed food,43.9,296.0,3.4,15.1,36.7,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
822,AP055,Kambose,KZGMI-2001,serealia,processed food,61.5,164.0,3.0,2.4,32.6,4.3,0.7,16,36,0.7,0,32,0.1,1.6,0,256,-,0.1,0.1,0.4,-,100.0
823,AP056,Kapusa,KZGMI-2001,serealia,processed food,63.5,158.0,4.4,3.2,27.8,5.3,1.0,79,115,1.2,104,149,0.5,1.1,0,1374,-,0.06,0.05,0.1,0,100.0
824,AP057,Keddo bodong,KZGMI-2001,serealia,processed food,33.9,290.0,4.6,5.7,55.2,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
825,AP058,"Kelepon, kue",KZGMI-2001,serealia,processed food,49.6,215.0,3.7,3.7,41.8,1,1.2,232,45,3.3,-,-,-,-,0,-,872,0.09,0.07,0.2,0,100.0
826,AP059,Kereput,KZGMI-2001,serealia,processed food,3.5,580.0,4.8,39.6,51.1,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
827,AP060,Ketoprak,KZGPI-1990,serealia,processed food,69.1,153.0,7.9,7.7,13.0,2.9,2.6,153,134,3.4,-,-,-,-,3,-,435,0.05,-,-,0,100.0
828,AP061,Ketupat kandangan,KZGMI-2001,serealia,processed food,78.5,109.0,2.2,5.2,13.4,-,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
829,AP062,Koya,KZGMI-2001,serealia,processed food,13.2,366.0,4.2,4.3,77.5,0.8,0.8,153,222,7,-,-,-,-,0,-,-,-,-,-,0,100.0
830,AP063,Koya mirasa,KZGMI-2001,serealia,processed food,7.2,370.0,8.0,1.0,82.2,0.4,1.6,83,110,"17.
0",-,-,-,-,3,-,144,0.19,0.45,2.6,0,100.0
831,AP064,Koyabu,KZGMI-2001,serealia,processed food,44.2,241.0,3.4,4.3,47.2,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
832,AP065,Kue ali,KZGMI-2001,serealia,processed food,12.8,440.0,3.8,18.5,64.5,0.3,0.4,27,47,2.5,-,-,-,-,0,-,0,0.13,0.09,0,0,100.0
833,AP066,Kue bangen,KZGMI-2001,serealia,processed food,5.6,442.0,3.3,14.7,74.2,-,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
834,AP067,Kue gelang,KZGMI-2001,serealia,processed food,7.1,448.0,5.8,16.1,70.0,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
835,AP068,Kue jahe,KZGPI- 1990,serealia,processed food,3.7,425.0,1.6,8.8,84.6,1.2,1.3,155,61,4,-,-,-,-,-,-,0,0.2,-,-,0,100.0
836,AP069,Kue kelapa,KZGMI-2001,serealia,processed food,3.3,591.0,5.6,42.1,47.5,-,1.5,32,180,1.6,33,443,0.5,1.1,-,-,-,-,-,-,-,100.0
837,AP070,Kue koa,KZGMI-2001,serealia,processed food,14.5,340.0,4.8,0.4,79.3,-,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
838,AP071,Kue ku temu,KZGMI-2001,serealia,processed food,46.2,214.0,3.5,0.2,49.6,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
839,AP072,Kue lumpur,KZGMS-1993,serealia,processed food,40.1,291.0,3.6,11.1,44.1,-,1.1,96,60,2.3,-,-,-,-,20,-,400,0.24,-,-,-,100.0
840,AP073,Kue pelita,KZGMI-2001,serealia,processed food,71.0,141.0,5.3,5.5,17.6,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
841,AP074,Kue putu cangkir,KZGPI- 1990,serealia,processed food,32.6,304.0,5.3,7.0,54.9,0.9,0.2,18,193,4,-,-,-,-,0,-,0,0.06,-,-,0,100.0
842,AP075,Kue sus,KZGMS-1993,serealia,processed food,56.6,221.0,7.5,10.2,24.8,-,0.9,105,85,2.5,-,-,-,-,26,-,1300,0.12,-,-,0,100.0
843,AP076,Kue thipan,KZGMI-2001,serealia,processed food,43.0,247.0,2.9,4.2,49.5,-,0.4,16,107,1.8,95,56,1.3,0.8,-,-,-,0.17,-,-,-,100.0
844,AP077,Laksa/Putu mayang,KZGMI-2001,serealia,processed food,73.2,121.0,1.7,3.4,21.1,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
845,AP078,Lapis legit,KZGPI- 1990,serealia,processed food,21.3,389.0,6.6,15.7,55.5,0.5,0.9,16,136,1.9,-,-,-,-,41,-,1032,0.26,0.09,3,0,100.0
846,AP079,Lupis ketan,KZGPI- 1990,serealia,processed food,61.0,164.0,1.8,2.1,34.5,0.7,0.6,119,31,1.5,-,-,-,-,0,-,0,0.09,0,0.2,0,100.0
847,AP080,Manan samin,KZGMI-2001,serealia,processed food,27.1,379.0,3.4,18.1,50.6,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
848,AP081,Martabak india,KZGMI-2001,serealia,processed food,65.8,153.0,4.5,4.2,24.3,-,1.2,14,108,2.4,240,112,0.4,0.5,-,-,-,-,-,-,-,100.0
849,AP082,Martabak mesir,KZGMI-2001,serealia,processed food,40.2,278.0,5.1,8.6,45.0,-,1.1,49,168,3.4,193,123,0.2,0.9,-,-,-,-,-,-,-,100.0
850,AP083,Masekat,KZGMI-2001,serealia,processed food,15.6,369.0,2.1,7.0,74.1,4,0.8,17,52,0.8,141,12,0.4,0.3,155,-,-,-,-,-,-,100.0
851,AP084,Mie aceh rebus,KZGMI-2001,serealia,processed food,74.6,113.0,3.0,3.2,18.1,-,1.1,22,44,1.4,191,36,0.2,0.3,0,0,-,0,0,0,0,100.0
852,AP085,Mie ayam,KZGMS-1993,serealia,processed food,78.6,102.0,6.2,3.9,10.5,-,0.8,262,51,1.8,279,-,-,-,39,-,166,0.85,-,0,0,100.0
853,AP086,Mie bakso,KZGMS-1993,serealia,processed food,74.5,114.0,5.3,3.0,16.4,0.1,0.8,286,53,1.9,760,-,-,-,17,-,180,0.16,-,-,0,100.0
854,AP087,Mie celon,KZGMI-2001,serealia,processed food,75.9,102.0,3.0,2.1,17.8,-,1.2,12,84,1.4,451,112,0.1,0.5,0,0,-,0,0,0,0,100.0
855,AP088,Mie pangsit basah,KZGMS-1993,serealia,processed food,79.2,105.0,5.9,4.9,9.4,-,0.7,208,48,2,530,-,-,-,25,-,620,0.46,-,-,0,100.0
856,AP089,Nasi gemuk,KZGMI-2001,serealia,processed food,61.4,192.0,3.8,8.8,24.4,0.7,1.6,15,74,1,355,63,0.2,1.4,0,0,-,0.19,0.05,2,0,100.0
857,AP090,Nasi gurih,KZGMI-2001,serealia,processed food,60.5,190.0,4.7,7.5,26.0,0.7,1.3,12,62,0.8,296,52,0.2,1.2,0,0,-,0.11,0.06,2.1,0,100.0
858,AP091,Nasi minyak,KZGMI-2001,serealia,processed food,53.3,207.0,3.5,5.0,37.1,0.8,1.1,26,100,1.5,74,174,0.2,2.2,0,0,-,0.14,0.07,2.6,0,100.0
859,AP092,Nasi rames,KZGMS-1993,serealia,processed food,65.8,155.0,10.3,4.2,19.1,-,0.6,239,62,1.8,265,-,-,-,96,-,3140,0.59,0,-,-,100.0
860,AP093,Nopia spesial,KZGPI- 1990,serealia,processed food,11.5,387.0,5.3,7.6,74.3,0.3,1.3,903,133,4.2,-,-,-,-,-,-,512,0.17,-,-,0,100.0
861,AP094,Onde-onde,KZGMI-2001,serealia,processed food,27.7,336.0,4.0,9.8,57.9,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
862,AP095,Padamaran,KZGMI-2001,serealia,processed food,67.6,171.0,3.9,8.9,18.8,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
863,AP096,Pastel,KZGMS-1993,serealia,processed food,38.3,307.0,4.5,13.3,42.4,-,1.5,296,53,2.5,-,-,-,-,0,-,5360,0.15,-,-,0,100.0
864,AP097,Pulut,KZGMI-2001,serealia,processed food,49.1,216.0,2.6,3.1,44.4,-,0.8,6,70,3.8,100,22,0.4,1.3,0,0,-,0.14,-,-,-,100.0
865,AP098,Pundut nasi,KZGMI-2001,serealia,processed food,77.8,104.0,1.9,4.1,15.1,0.4,1.1,26,100,1.5,74,174,0,0,-,-,-,-,-,-,-,100.0
866,AP099,Putri hijau,KGZMI-2001,serealia,processed food,54.8,189.0,5.4,2.1,37.2,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.0
867,AP100,Putri selat,KZGMI-2001,serealia,processed food,66.6,163.0,2.2,6.5,23.8,-,0.9,72,3,4,6,68,-,-,0,0,-,-,-,-,-,100.0
